"doc_id","sentence_blurb"
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ct. at 1457-58 (causation established where State alleged EPA's non-action would cause people to drive less fuel-efficient vehicles, which would contribute to a rise in sea levels, which would cause the erosion of Massachusetts's [**12] shoreline). Third, even if the installation of system-enhancing technology assists in border control, ""that does not negate Texas's injury, because we consider only those offsetting benefits that are of the same type and arise from the same transaction as the costs."" DAPA Case, 809 F.3d at 155.13 The Federal Defendants also contend that Texas's alleged injuries are attributable to third parties—the illegal immigrants."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Third, even if the installation of system-enhancing technology assists in border control, ""that does not negate Texas's injury, because we consider only those offsetting benefits that are of the same type and arise from the same transaction as the costs."" DAPA Case, 809 F.3d at 155.13 The Federal Defendants also contend that Texas's alleged injuries are attributable to third parties—the illegal immigrants. To the contrary, Texas alleges that increased miles of border wall will make the border harder to cross."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","To the contrary, Texas alleges that increased miles of border wall will make the border harder to cross. That hard barrier, in turn, will disincentivize illegal immigration and reduce the number of illegal aliens who successfully cross into Texas."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","That hard barrier, in turn, will disincentivize illegal immigration and reduce the number of illegal aliens who successfully cross into Texas. This argument ""does not rest on mere speculation about the decisions of third parties."" Dep't of Com. v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","This argument ""does not rest on mere speculation about the decisions of third parties."" Dep't of Com. v. New York, 139 S."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","New York, 139 S. Ct. at 2566."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ct. at 2566. It has already proven true."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","It has already proven true. For example, DHS has affirmed that border barriers funnel illegal immigrants to areas where Customs and Border Protection is better prepared to intercept them, thus reducing illegal immigration."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","For example, DHS has affirmed that border barriers funnel illegal immigrants to areas where Customs and Border Protection is better prepared to intercept them, thus reducing illegal immigration. In the absence of longer walls, at least some illegal aliens who otherwise would have been prevented from entering Texas will seek driver's licenses, education, and healthcare from Texas. [**13] See Texas II, 20 F.4th at 969."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","In the absence of longer walls, at least some illegal aliens who otherwise would have been prevented from entering Texas will seek driver's licenses, education, and healthcare from Texas. [**13] See Texas II, 20 F.4th at 969. Texas's allegations appropriately rely ""on the predictable effect of Government action on the decisions of third parties."" Dep't of Com. v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Texas's allegations appropriately rely ""on the predictable effect of Government action on the decisions of third parties."" Dep't of Com. v. New York, 139 S."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","New York, 139 S. Ct. at 2566; see also Texas II, 20 F.4th at 972."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ct. at 2566; see also Texas II, 20 F.4th at 972. The State has sufficiently alleged a causal connection between the Federal Defendants' failure to comply with the statutory mandate to build more miles of border wall and damage to the state from increased illegal immigration."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The State has sufficiently alleged a causal connection between the Federal Defendants' failure to comply with the statutory mandate to build more miles of border wall and damage to the state from increased illegal immigration. As to redressability, Texas alleges that constructing additional border barriers will reduce illegal entries in areas where those walls are constructed, increase detection rates across the entire border, and generally disincentivize illegal immigration."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","As to redressability, Texas alleges that constructing additional border barriers will reduce illegal entries in areas where those walls are constructed, increase detection rates across the entire border, and generally disincentivize illegal immigration. A declaratory judgment and injunction requiring DHS to spend 2020 and 2021 funds for border wall construction would, based on Texas's allegations, ""slow or reduce"" the relative number of illegal aliens entering Texas."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","A declaratory judgment and injunction requiring DHS to spend 2020 and 2021 funds for border wall construction would, based on Texas's allegations, ""slow or reduce"" the relative number of illegal aliens entering Texas. Massachusetts v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Massachusetts v. EPA, 549 U.S. at 525, 127 S."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ct. at 1458. Such a reduction would lessen the relative costs Texas must expend on driver's licenses, education, and health care."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Such a reduction would lessen the relative costs Texas must expend on driver's licenses, education, and health care. Cf. Texas II, 20 F.4th at 973."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Cf. Texas II, 20 F.4th at 973. These allegations are sufficient to show redressability at this stage of litigation."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","These allegations are sufficient to show redressability at this stage of litigation. The Federal Defendants' contentions to the contrary are unavailing."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The Federal Defendants' contentions to the contrary are unavailing. They first argue [*274] that an order compelling DHS to comply with the appropriations acts [**14] will not result in the construction of the Laredo projects."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","They first argue [*274] that an order compelling DHS to comply with the appropriations acts [**14] will not result in the construction of the Laredo projects. But that misconstrues what the States have alleged."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","But that misconstrues what the States have alleged. They do not challenge DHS's decision to terminate particular construction contracts."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","They do not challenge DHS's decision to terminate particular construction contracts. They instead argue DHS's decision not to construct any new border wall is unlawful."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","They instead argue DHS's decision not to construct any new border wall is unlawful. A declaration that DHS's border wall plan expenditures are unlawful, and an injunction requiring DHS to spend the 2020 and 2021 appropriations on additional border barriers—wherever those might be constructed—would thus remedy the alleged harm."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","A declaration that DHS's border wall plan expenditures are unlawful, and an injunction requiring DHS to spend the 2020 and 2021 appropriations on additional border barriers—wherever those might be constructed—would thus remedy the alleged harm. The Federal Defendants also assert that new construction could not commence until DHS satisfied its obligation under Section 102(c) of IIRIRA to consult with relevant stakeholders and acquire any necessary property from private landowners."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","The Federal Defendants also assert that new construction could not commence until DHS satisfied its obligation under Section 102(c) of IIRIRA to consult with relevant stakeholders and acquire any necessary property from private landowners. ""[T]he fact that the effectiveness of a remedy might be delayed"" is here irrelevant to the question whether relief would ameliorate the burdens faced by Texas from an ongoing tide of unlawful immigration."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","""[T]he fact that the effectiveness of a remedy might be delayed"" is here irrelevant to the question whether relief would ameliorate the burdens faced by Texas from an ongoing tide of unlawful immigration. Massachusetts v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Massachusetts v. EPA, 549 U.S. at 525, 127 S."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","EPA, 549 U.S. at 525, 127 S. Ct. at 1458; see also Arizona v."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ct. at 1458; see also Arizona v. United States, 567 U.S. 387, 397, 132 S."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Ed. 2d 351 (2012). Finally, the Federal Defendants argue that the States have not cited evidence demonstrating their ""preferred"" border-barrier system would be more effective than the system DHS has elected to construct."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Finally, the Federal Defendants argue that the States have not cited evidence demonstrating their ""preferred"" border-barrier system would be more effective than the system DHS has elected to construct. This argument again ignores the procedural [**15] posture of a motion to dismiss."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","This argument again ignores the procedural [**15] posture of a motion to dismiss. Because the States' allegations are taken as true at the pleading stage, they are not yet obliged to produce specific evidence to counter the Federal Defendants' merits arguments."
"1-100/Gen. Land Office of Tex v. Biden, 71 F.4th 264","Because the States' allegations are taken as true at the pleading stage, they are not yet obliged to produce specific evidence to counter the Federal Defendants' merits arguments. See Lujan, 504 U.S. at 561, 112 S."
